Id,Date,WeightKg,WeightPounds,Fat,BMI,IsManualReport,LogId
6962181067,4/12/2016 11:59:59 PM,62.5,137.788913865625,,24.3899993896484,True,1460505599000
6962181067,4/13/2016 11:59:59 PM,62.0999984741211,136.907061452898,,24.2399997711182,True,1460591999000
6962181067,4/14/2016 11:59:59 PM,61.7000007629395,136.025217450139,,24.1000003814697,True,1460678399000
6962181067,4/15/2016 11:59:59 PM,61.5,135.584291243775,,24,True,1460764799000
6962181067,4/16/2016 11:59:59 PM,62,136.6866025547,,24.2099990844727,True,1460851199000
6962181067,4/17/2016 11:59:59 PM,61.4000015258789,135.363832345577,,23.9599990844727,True,1460937599000
6962181067,4/18/2016 11:59:59 PM,61.2000007629395,134.922906139214,,23.8899993896484,True,1461023999000
6962181067,4/19/2016 11:59:59 PM,61.4000015258789,135.363832345577,,23.9599990844727,True,1461110399000
6962181067,4/20/2016 11:59:59 PM,61.7000007629395,136.025217450139,,24.1000003814697,True,1461196799000
6962181067,4/21/2016 11:59:59 PM,61.4000015258789,135.363832345577,,23.9599990844727,True,1461283199000
6962181067,4/22/2016 11:59:59 PM,61.4000015258789,135.363832345577,,23.9599990844727,True,1461369599000
6962181067,4/23/2016 11:59:59 PM,61.5,135.584291243775,,24,True,1461455999000
6962181067,4/24/2016 11:59:59 PM,61.5,135.584291243775,,24,True,1461542399000
6962181067,4/25/2016 11:59:59 PM,61.7000007629395,136.025217450139,,24.1000003814697,True,1461628799000
6962181067,4/27/2016 11:59:59 PM,61.2000007629395,134.922906139214,,23.8899993896484,True,1461801599000
6962181067,4/28/2016 11:59:59 PM,61.2000007629395,134.922906139214,,23.8899993896484,True,1461887999000
6962181067,4/29/2016 11:59:59 PM,61.4000015258789,135.363832345577,,23.9599990844727,True,1461974399000
6962181067,4/30/2016 11:59:59 PM,61,134.48197993285,,23.8199996948242,True,1462060799000
6962181067,5/1/2016 11:59:59 PM,61.7000007629395,136.025217450139,,24.1000003814697,True,1462147199000
6962181067,5/2/2016 11:59:59 PM,61.5,135.584291243775,,24,True,1462233599000
6962181067,5/3/2016 11:59:59 PM,61,134.48197993285,,23.8199996948242,True,1462319999000
6962181067,5/4/2016 11:59:59 PM,61.0999984741211,134.702438831048,,23.8500003814697,True,1462406399000
6962181067,5/5/2016 11:59:59 PM,61.2999992370605,135.143365037411,,23.9300003051758,True,1462492799000
6962181067,5/6/2016 11:59:59 PM,61.5,135.584291243775,,24,True,1462579199000
6962181067,5/7/2016 11:59:59 PM,61.2000007629395,134.922906139214,,23.8899993896484,True,1462665599000
6962181067,5/8/2016 11:59:59 PM,61.2000007629395,134.922906139214,,23.8899993896484,True,1462751999000
6962181067,5/9/2016 11:59:59 PM,62.4000015258789,137.568454967427,,24.3500003814697,True,1462838399000
6962181067,5/10/2016 11:59:59 PM,62.0999984741211,136.907061452898,,24.2399997711182,True,1462924799000
6962181067,5/11/2016 11:59:59 PM,61.9000015258789,136.466143656502,,24.1700000762939,True,1463011199000
6962181067,5/12/2016 11:59:59 PM,61.9000015258789,136.466143656502,,24.1700000762939,True,1463097599000
